0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
0.00,0.00,na,|authentication failure:--entity-- password failure,
